database,split,wav_path,duration,text,speaker,sex,emotion,lang
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0050.wav,4.4,이 문제는 제 삼 자의 시각에서 바라볼 필요가 있어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0051.wav,2.9,저한테 너무 많은 걸 바라지 마세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0052.wav,2.1,빨리 나으시길 바랍니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0053.wav,2.3,입술에 침이나 바르고 말해.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0054.wav,2.2,선크림을 발랐어야지.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0055.wav,3.0,나는 생일 선물로 책을 받았다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0056.wav,1.7,신용 카드를 받나요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0057.wav,1.6,스트레스 받는 일 있어?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0058.wav,2.6,어떻게 그렇게 돈을 버셨어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0059.wav,2.2,한 달에 삼백만 원을 법니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0060.wav,1.4,입을 벌려 보세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0061.wav,3.4,지하철에서 다리를 벌리고 앉지 마라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0062.wav,2.5,벽 사이에 벌어진 틈이 있어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0063.wav,2.9,그 법안을 놓고 말다툼이 벌어졌어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0064.wav,2.5,담배 꽁초를 여기에 버리지 마세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0065.wav,1.7,돈을 다 써 버렸어요,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0066.wav,3.4,내년 아버지 환갑 때 잔치를 벌일 거야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0067.wav,3.0,오늘 아침 아내랑 말다툼을 벌였어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0068.wav,3.4,가난에서 벗어나려면 습관부터 바꿔라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0069.wav,3.7,복잡한 도시 지역을 벗어나니 참 좋군요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0070.wav,1.6,외투 벗으실래요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0071.wav,3.1,신발이 너무 꽉 껴서 벗을 수가 없어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0072.wav,3.5,아침 햇빛이 비치는 걸 보니 상쾌하군.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0073.wav,3.9,커튼 너머에 누군가의 그림자가 비쳤다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0074.wav,3.6,램프가 그의 작품을 비추게 배치되어 있었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0075.wav,3.5,아침마다 내 얼굴을 거울에 비춰 봐요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0076.wav,2.5,금고는 이미 비어 있었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0077.wav,2.1,이 자리는 비었습니까?,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0078.wav,3.2,우리는 서로 답을 비교해 보았다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0079.wav,6.6,부모가 저지르는 큰 실수 중 하나는 자기 아이를 다른 집 아이와 비교하는 것이다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0080.wav,2.8,이틀 동안 차를 빌리고 싶은데요.,kss-w,w,neutral,ko
kss,val,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0081.wav,4.3,아내에게서 돈을 빌린다는 것은 좀 이상해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0082.wav,3.6,다이아몬드가 눈부시게 빛나고 있었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0083.wav,4.1,모든 창에서 촛불이 반짝반짝 빛나고 있었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0084.wav,1.5,영화 보러 갈까?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0085.wav,3.6,오늘 우연히 길에서 그 여자를 봤어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0086.wav,1.7,제가 해 볼게요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0087.wav,2.0,어디선가 뵌 분 같아요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0088.wav,3.1,지난번에 뵌 후 오랜만에 뵙습니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0089.wav,1.7,그거 맛있어 보이네.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0090.wav,3.3,그는 나이에 비해 정말 젊어 보인다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0091.wav,3.7,그녀가 나에게 사진 몇 장을 보여 주었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0092.wav,2.7,주민등록증을 보여 주시겠어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0093.wav,2.5,김치가 맛이 없어서 볶았어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0094.wav,2.4,고기를 기름에 볶지 마라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0095.wav,3.2,이 소포를 뉴욕으로 보내고 싶은데요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0096.wav,3.2,선생님께 한 부 보내 드리겠습니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0097.wav,2.3,휴가 잘 보내세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0098.wav,4.3,그녀는 짐 하나하나에 이름표를 붙였다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0099.wav,3.6,침으로 편지 봉투에 우표를 붙이지 마세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0100.wav,4.0,우리는 파티 준비를 위해 풍선을 불었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0101.wav,2.0,바람이 많이 불어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0102.wav,2.0,경찰 좀 불러 주세요.,kss-w,w,neutral,ko
kss,test,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0103.wav,3.5,사람들은 그를 게으른 천재라고 부른다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0104.wav,2.0,노래 한 곡 부르세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0105.wav,3.4,여행사에 예약을 부탁하는 게 어때?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0106.wav,2.9,엄마한테 도와달라고 부탁해 봐.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0107.wav,1.8,냄비에 물을 부어라.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0108.wav,1.9,우유를 좀 부어 봐.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0109.wav,2.5,신발 밑창에 껌이 붙었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0110.wav,4.1,저는 운전면허시험에 세 번 만에 붙었어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0111.wav,3.8,밤이 되면 그녀는 괴물로 변한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0112.wav,1.9,전혀 안 변하셨네요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0113.wav,3.9,그는 점차 냉혹한 지도자로 변화했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0114.wav,2.7,지구가 빠르게 변화하고 있다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0115.wav,4.3,그는 공을 차는 척하면서 상대 선수를 찼다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0116.wav,6.5,그녀는 칠 년간 사귄 남자 친구를 차 버리고 딴 남자랑 결혼했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0117.wav,2.5,소지품을 잘 챙기세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0118.wav,3.4,엄마는 아빠를 엄청 챙기신다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0119.wav,2.1,빈칸을 채우시오.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0120.wav,2.5,기름을 가득 채워 주세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0121.wav,3.5,제 잔에는 물을 반만 채워 주세요.,kss-w,w,neutral,ko
kss,val,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0122.wav,1.8,인터넷 찾아봤어?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0123.wav,3.1,다 찾아봤지만 찾을 수가 없어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0124.wav,2.2,내일 댁으로 찾아가겠습니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0125.wav,2.6,내일까지 짐을 찾아가셔야 해요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0126.wav,2.8,도움이 필요하면 나를 찾아와.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0127.wav,2.6,은행에서 돈 찾아와야 해.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0128.wav,4.1,많은 배우들이 그 시상식에 참석하지 않았다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0129.wav,5.0,갑자기 시부모님이 오셔서 모임에 참석하지 못했어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0130.wav,2.3,웃음을 참을 수가 없었어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0131.wav,1.9,더 이상은 못 참아.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0132.wav,3.6,엄마랑 아빠는 항상 같이 상을 차리세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0133.wav,2.5,얼른 기운 차리셔야죠.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0134.wav,3.3,교차로에서 저를 찾을 수 있을 거예요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0135.wav,2.1,이 책을 찾고 있어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0136.wav,3.6,아기는 소리가 나는 쪽을 쳐다본다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0137.wav,3.9,그런 식으로 사람을 빤히 쳐다보지 마.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0138.wav,4.2,나는 일 년에 한 번 우리 집 화장실을 청소한다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0139.wav,2.5,창문은 뭘로 청소하나요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0140.wav,3.7,그는 내 얼굴을 쳐서 자기 손목을 삐었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0141.wav,3.5,테니스를 치다가 발목을 삐었어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0142.wav,2.4,오늘 시험 잘 쳤어요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0143.wav,4.2,이번 주말 내 생일에 너를 초대하고 싶은데.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0144.wav,3.2,그녀는 나를 자기 집으로 초대했다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0145.wav,5.5,낯선 사람들 앞에서 춤을 추는 건 나한테는 정말 어려운 일이야.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0146.wav,4.1,그녀와 나는 음악에 맞추어 탱고를 췄다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0147.wav,1.6,결혼 축하해!,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0148.wav,4.0,할아버지의 회갑을 축하하는 잔치를 열었다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0149.wav,3.3,그 사람은 한 시간 전에 역으로 출발했어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0150.wav,3.7,이 역에서 출발하는 사람 중에는 군인이 많아.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0151.wav,3.9,이 기차는 부산을 세 시에 출발합니다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0152.wav,2.1,지금 춤출 기분이 아냐.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0153.wav,2.2,오늘 밤에 춤추러 갈까요?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0154.wav,3.4,소주 다섯 병에 결국 취하고 말았다.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0155.wav,1.7,나 안 취했어.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0156.wav,2.2,내가 한 말 취소하겠어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0157.wav,3.0,죄송하지만 예약을 취소하고 싶어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0158.wav,2.6,어제 농구를 하다 코를 다쳤어요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0159.wav,2.1,어쩌다 다친 거야?,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0160.wav,2.2,이 문은 잘 안 닫혀요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0161.wav,3.1,컴퓨터가 멈춰서 창이 닫히지 않아.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0162.wav,2.8,카드를 단말기 위에 대세요.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0163.wav,3.5,그렇게 먹어 대니까 살이 안 빠지지.,kss-w,w,neutral,ko
kss,train,/data2/sungjaecho/data_tts/KSS/KSS/wav/kss-w_1-0164.wav,2.3,질문에 대답하세요.,kss-w,w,neutral,ko
