database,split,wav_path,duration,text,speaker,sex,emotion,lang
nc,long,/data7/data/NC/NC/wav/nc-f_angry_00021.wav,10.08,"나는 영문도 모른 채 영원히 못 잡을 범인을 쫓으면서 매일 불면증에 시달리고 다치고 깨지고, 끝도 없이 고통을 겪으면서 같은 일을 반복하고!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00022.wav,8.76,"과외하는 집에서 서운대 홍보물 볼 확률이 뭐가 벼락 맞을 확률이야? 뭐가! 세상 사람들 다 보게 생겼는데, 책임져! 씨! 책임져!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00023.wav,8.82,이게 진짜 계속! 너 이학년 사반 놈 하나도 학생 아닌척하다가 나한테 결국 걸려서 된통 맞은거 알지? 같은 수법 쓰지마라.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00024.wav,8.04,"무슨 이유로 널 살려준 척 한 거고, 목적이 있어서 다시 너한테 접근한 거고, 너는 그 여자 되도 않는 말에 완전히 놀아난 거고.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00025.wav,9.72,"제가요, 어떤 사람한테 오랫동안 하고 싶은 말이 있었는데 그동안 용기가 없어서 하지 못했어요, 근데 오늘은 그 사람에게 꼭 하고 싶은 말이 있어요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00026.wav,8.52,"너, 아직도 눈에 보이는 게 없냐? 니 거지같은 성격 때문에 하늘같은 정병도원장까지 짤리게 만들고선, 아직도 정신 못차렸어?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00027.wav,8.91,이런 걸로라도 확실하게 호칭정리 해야지. 그동안은 그냥 넘어가줬는데 이젠 절대 안돼. 나 황정음이야. 한번 한다면 하거든.,nc-f,w,angry,ko
nc,long,/data7/data/NC/NC/wav/nc-f_angry_00028.wav,10.74,"태어나길 금수저 물고 태어나서 니 아빠 빽만 믿고, 돈 뿌려가면서 아무것도 모르는 젊은 여자애들 성추행한 거. 그래, 더럽고 엿같지만 눈감아 줄 수 있어.",nc-f,w,angry,ko
nc,long,/data7/data/NC/NC/wav/nc-f_angry_00029.wav,10.17,"이년 동안 봄 오면 소풍가고, 가을 오면 드라이브 하고, 취직했을 때 제일 먼저 전화한 사람도 나고, 차 살 때도 같이 가고, 집 구할 때도 같이 보러 다니고.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00030.wav,6.96,"겨울에 내리는 비, 봄에 내리는 눈, 장례식장에서 들리는 웃음소리, 결혼식장에서 울려오는 통곡소리.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00031.wav,7.29,갑자기 왜 그만 만나고 싶어요? 헤어질때까지 저 좋다고 난리던 사람이 갑자기 제가 싫어졌다는거에요? 말이돼요 그게?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00032.wav,8.01,여름이한테 그 자식을 조심하라 말하고 싶은데 여름이가 그 자식 마음을 알아서 좋을 건 없잖아요. 미리 조심시키는 것도 유치하고.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00033.wav,9.51,"그깟 거 뭐, 동식이 징계 먹어봤자 감봉 몇 개월, 심해 봐야 공장 좌천, 어쨌거나 고과 악영향으로 승진 빠지는 거, 그거밖에 더 돼?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00034.wav,6.63,"내가 알기론 공장에서 직접 제조한다든데, 여긴 그럼, 이빠이 취한 놈들 멕이는 보리차 양준가?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00035.wav,9.09,아니 그렇게 잘 아는 양반이 월급 꼬박 꼬박 갖다 주고 평생 큰 소리 한번 안낸 아빠한테 바람 한번 피웠다고 이혼한 이유는 도대체 모요?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00036.wav,7.11,"아 뭐야, 오늘 슈렉 하라 그래서 레시피까지 쫙 업그레이드 해놨구만, 이렇게 독단적으로 메뉼 바꿔도 되는거야 진짜?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00037.wav,5.97,"강형사님도 같은 이유로 정당방위를 인정받았으니까, 누구보다 내 말을 이해해 주실 것 같은데요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00038.wav,7.41,"그래서 상감마마한테 뽑힌 무수리 자세로 감지덕지, 우리들 의견은 묻지도 않으시고 속치마 활짝 열어 보이셨습니까?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00039.wav,6.54,나 때문이라구 하지 마. 엄마가 나 때문에 살아? 나 위해서 살아? 엄마가? 하! 그래서 날 버렸어?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00040.wav,7.83,"어떻게 공부해야 할 질 몰라서, 어떻게 꿈을 꿔야 할 지를 몰라서, 도무지 그런 기회조차 가져본 적이 없어서 못 가는 거 아니냐.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00041.wav,5.85,"똑바로 하란 말야, 똑바로. 방금도 봐, 끼어들기 하면서 깜빡일 왜 안켜? 깜빡이를!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00042.wav,7.65,"분명히 총에 맞아 비참하게 죽었어, 우리 엄마 아버지, 내 동생들, 그 시신을 전부 내 눈으로 봤는데, 쏜 사람이 없다고?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00043.wav,6.42,"엊그제 까지만 해도 혜정인가, 뭐 걔가 니 운명이라고 난리를 죽이더니, 그새 운명이 또 바뀌었냐?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00044.wav,7.92,"공부들은 겁나게 많이 했는디 집안에 그 뭐시냐, 우리 쪽 학교 가서 콩밥 드신 양반도 없고, 건전한 가족들이여 상당히.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00045.wav,6.21,"민주주의 사대 선거원칙이 뭐겠습니까? 보통, 평등, 직접, 비밀 선거 아닙니까?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00046.wav,8.04,"무슨 수를 써서라도 누나 소리 꼭 들어야겠어, 듣고 말거야. 내가 못들을 거 같지? 들을거야, 악착같이 들을거야.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00047.wav,7.53,"사람을 뭘로 보고, 안 그랬어요, 그만하시죠. 좀 불쾌하네요, 내가 그렇게 유치한 짓이나 하고 다니는 여자로 보여요?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00048.wav,7.29,"때린 애랑 맞은 애랑, 누가 더 쪽팔릴 거 같애? 증인들이 수두룩한데 네 행동 기억하는 애가 전교생이야!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00049.wav,7.23,"진짜 말도 안되는 변명은, 그런 사람이 어딨어요? 나한테 무슨 악감정 있는 것도 아니고, 나한테 왜 이래요 도대체?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00050.wav,6.57,진실을 감추고 숨기는것이 오히려 나중에 병원의 명예와 권위를 실추시키는 이중 결과가 될겁니다.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00051.wav,7.02,당신도 왜 사람을 우습게 보고 그래! 애들 앞에서 허구헌날 사람 무시하고 말 자르고 애들이 날 뭐라고 생각하겠어.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00052.wav,7.77,"우리 학교에 대해서 조사를 덜 하신 거 같은데요, 우리 병문고 개교 이래 단 한 명도 서울대에 보내본 적이 없는 학교예요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00053.wav,8.55,"야 정준혁, 이게 가방도 안 풀고 아침부터 여기서 쳐자고! 너 셋 셀 동안 일어나서 빨랑 수업 들어가! 하나, 둘, 셋!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00054.wav,8.07,지금 그렇게 양보 양보 입에 다시면서 옛날에 엄마한테 좀 그렇게 해주지. 엄마한텐 반찬 쪼가리 하나 양보 안하시더니.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00055.wav,7.86,"꼭 반드시, 내 마음에 동요가 생겨야만 당신이 사라진다는 괴상한 원칙을 이해할 수 있는 맥락, 그걸 대답해줘야죠.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00056.wav,9.42,"비록 힘들더라도 시간이 지나면 묻을 수 있지만, 미제사건은 내 가족이 내가 사랑하는 사람이 왜 죽었는지 모르니까 잊을 수 없는 거야.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00057.wav,9.03,"화 대로면 그동안에 누나는 펜트하우스에서 사흘을 보내고, 경찰서에서 사흘, 구치소에서 하루, 일주일을 거기서 보냈다는 건데 말이 안돼.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00058.wav,6.33,"아니, 방송이 얼마나 만만하고 우스우면 못하겠단 소리 한마디 던져놓고 하루종일 얼굴도 안 내밀어.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00059.wav,7.47,적어도 대학병원 과장의 인사 문제를 다루는 엄숙한 석상에서 교양없는 말투와 웃음은 이후 삼가 주시기 바랍니다.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00060.wav,8.52,"신문사절이라고 붙여 놓은 게 때에 따라 불쾌하게 느껴질 수 있을 것 같아서 예의 있게 신문 넣지 마세요, 이렇게 써놨잖아요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00061.wav,7.23,검사 결과 서형준의 안경에 묻은 혈액에서 발견된 디엔에이와 윤수아 당신의 디엔에이가 일치했어요.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00062.wav,7.89,"자기 조카가 어떤 개같은 짓을 저질렀는지 뻔히 알면서 그걸 덮기 위해 힘없는 아이 한명이 죽게 만든 사람, 그 사람 맞아.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00063.wav,8.67,"아빠 좀 무시하지 마시라구요. 아까 우리 과외 보는데도 막 슬리퍼 던지시고, 뻑하면 윽박 지르시고, 발로 차고, 정말 그러시는 거 아니에요!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00064.wav,7.95,그렇긴 하지만 찬조금이니 뭐니 하면 천박한 인상을 줄 수 있으니까 차라리 예산을 줄이는 쪽으로 하고 내 주관으로 돌려.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00065.wav,7.59,"남이 만든 룰에 개처럼 순종하면서, 그래 나는 안 되는 혈통이지, 찌질한 핏줄이지 고분고분 인정하고 살아가는 놈.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00066.wav,6.69,"그럼, 사무장이 나과장님께 전화해서 누구를 찍으실지 듣고 기표해서 투표함에 넣으면 되지 않겠습니까?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00067.wav,6.93,"회충, 촌충, 십이지장충, 요충, 민촌충, 갈고리촌충, 없는 게 없어!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00068.wav,6.27,"예의가 없긴, 내가 왜 예의가 없어! 이게 죽을라고! 내 별명이 황예의야 씨!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00069.wav,5.88,"의도적이든 우발적 범행이든 그건 어차피 밝혀질거고, 공범은 분명히 있습니다.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00070.wav,6.87,나를 만들고 나를 괴롭히고 내 인생을 롤러코스터를 태워서 당신은 그걸로 성공하고 명성을 얻었지.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00071.wav,6.96,"힘들면 아프다고 징징대야지. 그래야 상대방이 알지. 그래야 정이 오가고, 더 가까워지고, 더 잘 알게되고.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00072.wav,7.74,"말이 그렇다구요, 말이. 그리고 꼭 그런 말을 해야겠으면 조용히 무안하지 않게 몰래 얘기해주는 게 기본적인 예의잖아요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00073.wav,6.36,"여보쇼! 뭐? 당신들 말이야, 새로 보내준단 파출부는 온단지가 언젠데 왜 아직도 안와?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00074.wav,4.38,말도 안됩니다. 이건 검찰과 경찰의 수사를 능멸하는 행윕니다.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00075.wav,6.36,"으으으으으으윽! 나 위해서라는 거짓말, 진짜 딱 엄마만 아니라면 입을 꿰매놓구 말겠어.",nc-f,w,angry,ko
nc,val,/data7/data/NC/NC/wav/nc-f_angry_00076.wav,4.08,뭐 안왔다니까. 집은 지금 엉망진창인데 좀 빨리 보내.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00077.wav,6.84,"나 다 때려 치울테니까, 너 내려! 그만 둘 때 그만두더라도 너랑 한판 뜨고 내가 관둔다! 얼른 안내려?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00078.wav,6.78,"그니까 지금, 한수정 선생님이 특별반 부담임에 전념하도록 나더러 삼학년 사반 담임을 맡으란 거예요?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00079.wav,7.47,"그나저나 매번 하는 소리지만, 넌 여자들 속에 들어갔다 나왔냐? 어떻게 사내놈이 여자들 심리를 한큐에 꿰뚫고 있냐.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00080.wav,6.45,"됐어 임마, 이 자식은 쓸데없는 소리 하고 있어! 괜히 배 아파서 그런 거니까, 이놈 말 들을 거 하나도 없어요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00081.wav,7.26,"심장은 전쟁터의 북소리처럼 쿵쿵 울렸고, 내 사지는 가시덤불을 뛰어넘는 표범처럼 탄력이 있었다오.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00082.wav,7.02,"젓갈 만들어서 미국에 보낼 건데, 거기에 냉동꼴뚜기가 섞여있음 그게 오징어젓이야, 꼴뚜기젓이야?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00083.wav,7.47,하지만 이 수술을 책임지고 있는 입장에서 제가 직접 눈으로 확인하지 못한 분에게 함부로 메스를 넘겨드릴 순 없습니다.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00084.wav,6.48,"다시 만나면 뭔가 아련하고, 뭔가 잘해주고 싶고, 괜히 앨범도 한번 들춰보고 그래야되는 거 아냐?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00085.wav,7.26,"여긴, 신성한 부검실입니다. 죽은 자의 마지막 유언을 들어주는 곳이고, 그 어떤 권력도 침범할 수 없는 곳입니다.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00086.wav,7.53,"이해를 해보려고 했는데, 하진씨가 아림씨에게 아무 마음 없다는거 알지만, 여기서 또 이렇게 보면 나 정말 불쾌한데.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00087.wav,7.56,"속고, 짓밟히고만 사는 멍청이가 아니라는 걸, 죽을힘을 다 해 공부하면 누구든 서울대에 갈 수 있다는 걸 보여 주란 말이다!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00088.wav,4.98,업혀갈거면 모피같은 건 실례잖아. 가벼운 천연소재가 얼마나 많다구.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00089.wav,6.36,"모르지... 하지만 내 취재에 의하면, 여기서 강남 술집에 가짜 양주를 댄다는 사실은 확실해.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00090.wav,3.78,아버진 정말 양심도 없어요? 엄마한테 미안하지도 않아요?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00091.wav,5.31,"요즘 같은 불경기에 육개월이나 휴직하겠다는 대책 없는 직원 자리를, 뭐하러 남겨두냐?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00092.wav,7.38,죄송하면 조심 좀 하라고! 난 몸이 연약해서 어디 조금만 부딪혀도 남들보다 열배 스무배로 아프단 말야!,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00093.wav,8.16,"교문 앞에서, 버스 정류장에서, 극장입구, 지하도입구, 모든 입구에서, 난 몇 시간씩 기다리고 있었지요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00094.wav,7.05,못생긴 건 그냥 못생긴 건데 뇌가 섹시하다고 하니까 못생긴 남자들이 죄다 자긴 뇌가 섹시하대.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00095.wav,7.56,"니가 바뀌지 않는 한, 니 마음에 독기를 품지 않는 한, 너의 상황은 지금 이 상태에서 조금도 나아지지 않을 거다.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00096.wav,5.79,"뭘 참어? 참지 마. 자 자, 어디 한번 혼내봐, 혼내보라고. 돈 좀 있나보네.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00097.wav,7.17,"한 사람은 억울하게 죽고, 또 한 사람은 억울하게 살인범으로 몰렸어요. 진실을 은폐한 댓가로 얼마나 받으셨어요?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00098.wav,6.93,이순재 너. 니 입 정말 큰일이다. 아무런 대책도 없이 나오는대로 막 지껄여대니. 니 입 이거 왜 이래?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00099.wav,5.22,"말끝마다 과장 선거 과장 선거하는데, 선거가 동문회에 어떤 관계라도 있습니까?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00100.wav,5.58,"칠십노인 둘이 쓰는 곳이라고 해도 기가찰 노릇인데, 하물며 그애들은 팔팔한 청년이야.",nc-f,w,angry,ko
nc,long,/data7/data/NC/NC/wav/nc-f_angry_00101.wav,10.59,니가 결혼생활 내내 얼마나 치사하고 더럽고 유치하고 악독한 인간인지 입을 다물고 나 혼자 진흙탕에 구르면서 내가 얻은 것이 있잖아. 고귀함!,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00102.wav,5.34,만약 지금 이 녀석이 거짓말 하고 있는거면 어떤 식으로든 제가 책임 지겠습니다.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00103.wav,5.25,"니들이 왜 같이 와? 니들 무슨 사이야? 신신애, 니가 왜 교빈이랑 같이 다니냐고!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00104.wav,4.11,니가 어떻게 이 정해리를 놔두고 저런 식모 동생 따위를 좋아해?,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00105.wav,7.17,너도 그랬잖아 한영대교에서. 그러니까 너도 똑같이 느껴봐. 딸이 죽어가는데 아무것도 못하는 그 심정을.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00106.wav,5.58,"그러게 신애처럼 숙제 좀 미리미리 하랬지, 미리미리! 누굴 닮아 이렇게 말을 안들어?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00107.wav,5.85,또한 병원소속 알바생인 저의 의학적 소견에 의하면 언니의 증상은 꾀병이예요.,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00108.wav,6.78,"그럼 셰프는 저랑 왜 일하시는데요? 그렇게 눈꼽만치도 믿지도 못하겠고 꼴도 보기 싫은 놈, 왜 품고 계시냐구요?",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00109.wav,4.86,"저는 분당병원 감염내과 김인해, 맨 처음 감염자를 발견한 의사입니다!",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00110.wav,7.56,"신문 넣어도 돈 안 준다, 고발한다, 뭐 그런 유치한 문구 안 넣어도, 알아서 깔끔하게 행동해줄 거라고 생각해서요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00111.wav,6.45,"세상의 모든 외동딸들을, 남자, 여자, 외동딸, 이렇게 사회의 소수자로 만드는 이야기라고.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00112.wav,8.43,그까짓 공부 하나 못 한다는 죄로 쓰레기 취급을 받으면서도 한 마디도 못하고 웅크려 있는 너희들이야말로 진정한 멍청이가 아니고 뭐냐!,nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00113.wav,6.57,"본인은 소비자보호협회를 대표해서 한마디 하겠는데, 소비자는 왕이에요, 왕이란 말씀이에요.",nc-f,w,angry,ko
nc,train,/data7/data/NC/NC/wav/nc-f_angry_00114.wav,6.39,그 전에 희생된 피해자들의 아픔을 위해서도 과거 모든 강력사건에 대한 소급적용이 필요합니다.,nc-f,w,angry,ko
